Product Name,OrderCount,TotalQuantity,TotalSales,TotalProfit,AvgPrice,Cluster_DBSCAN
Array Memo Cubes,3,11,54.908,25.848200000000002,4.834666666666666,0
"Array Parchment Paper, Assorted Colors",4,15,106.288,49.504000000000005,6.916,0
Artistic Insta-Plaque,3,10,156.8,61.152,15.68,0
Assorted Color Push Pins,8,21,34.39,8.923300000000001,1.629,0
Astroparche Fine Business Paper,6,29,144.672,65.0496,4.928,0
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",4,12,1979.88,593.964,164.99,0
Ativa MDM8000 8-Sheet Micro-Cut Shredder,2,11,917.8979999999999,393.2563,80.991,0
Ativa V4110MDD Micro-Cut Shredder,2,11,7699.89,3772.9461,699.99,0
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2,3,400.0268,-113.2606,118.08019999999999,0
"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",8,35,7539.7122,780.3302,213.024925,0
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",6,27,5184.081,-126.44100000000005,206.052,0
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",8,26,5492.885,15.049000000000007,205.795075,0
Avanti 1.7 Cu. Ft. Refrigerator,4,24,2221.56,476.6256,90.882,0
Avanti 4.4 Cu. Ft. Refrigerator,7,24,3511.012,383.6776,155.1257142857143,0
Avaya 4621SW VoIP phone,4,12,709.92,79.866,59.16,0
Avaya 5410 Digital phone,4,13,625.508,-10.878400000000003,47.593,0
Avaya 5420 Digital phone,3,12,1538.886,323.976,125.99066666666666,0
Avaya IP Phone 1140E VoIP phone,1,5,1394.95,362.687,278.99,0
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",2,5,20.65,9.498999999999999,4.13,0
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",6,27,137.808,-14.407200000000003,6.438,0
"Avery 3-Hole Punch, Clear",36,127,3007.0288,90.0888,22.97491388888889,0
"Avery 3-Hole Punch, Durable",40,121,2677.565,749.6750000000001,22.157217499999998,0
"Avery 3-Hole Punch, Economy",22,71,1600.6670000000001,519.247,21.62036363636364,0
"Avery 3-Hole Punch, Recycled",49,151,3563.6611000000003,296.8711,22.733791836734692,0
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",11,43,1233.412,524.5054,27.754545454545454,0
Avery 473,6,24,248.4,119.232,10.35,0
Avery 474,9,30,78.336,34.272,2.56,0
Avery 475,4,18,266.4,133.2,14.799999999999999,0
Avery 476,10,37,137.116,54.5986,3.7996000000000003,0
Avery 477,4,20,573.9639999999999,244.24,29.003500000000003,0
Avery 478,4,18,88.38,43.3062,4.91,0
Avery 479,3,7,16.704,6.8382,2.436,0
Avery 48,3,15,90.72,39.69,5.88,0
Avery 480,6,24,89.25,42.45,3.625,0
Avery 481,5,30,91.16799999999999,43.12,2.9568,0
Avery 482,2,4,11.56,5.4332,2.89,0
Avery 483,6,19,83.664,32.569199999999995,4.482,0
Avery 484,1,4,9.216,3.3408,2.304,0
Avery 485,8,51,639.03,300.3441,12.53,0
Avery 486,9,24,168.13,75.1468,6.985111111111111,0
Avery 487,7,25,84.87,35.9775,3.479142857142857,0
Avery 488,6,17,51.03,23.184,2.94,0
Avery 489,5,16,159.39,73.278,9.936,0
Avery 49,6,24,66.816,31.564799999999998,2.7840000000000003,0
Avery 490,5,13,177.6,81.4,13.616,0
Avery 491,3,12,45.43,18.6676,3.579333333333333,0
Avery 492,5,20,53.568,22.464,2.6496,0
Avery 493,4,13,55.974000000000004,23.4207,4.4190000000000005,0
Avery 494,6,23,56.376000000000005,23.9598,2.349,0
Avery 495,4,16,97.02,42.588,5.984999999999999,0
Avery 496,4,14,50.25,22.95,3.375,0
Avery 497,2,8,24.023999999999997,11.211200000000002,2.772,0
Avery 498,3,13,35.258,15.3459,2.6973333333333334,0
Avery 499,11,40,176.292,68.72399999999999,4.436727272727273,0
Avery 5,1,2,5.76,2.8224,2.88,0
Avery 50,5,20,235.564,102.74600000000001,12.0288,0
Avery 500,2,8,58.48,27.4856,7.31,0
Avery 501,8,22,66.42,23.3946,3.04425,0
Avery 502,3,7,17.64,6.174,2.52,0
Avery 503,4,15,155.25,74.52,10.35,0
Avery 505,7,28,372.96000000000004,165.76,13.108571428571429,0
Avery 506,3,17,66.08,28.166600000000003,3.8546666666666667,0
Avery 507,2,10,24.192,8.64,2.5919999999999996,0
Avery 508,6,19,87.398,39.8201,4.582666666666667,0
Avery 509,4,13,32.364,14.0418,2.4795,0
Avery 51,5,16,95.75999999999999,41.328,6.048,0
Avery 510,3,7,21.75,8.1,3.25,0
Avery 511,6,20,56.672,24.64,2.7720000000000002,0
Avery 512,5,32,84.388,35.3736,2.6588000000000003,0
Avery 513,5,22,93.624,34.4616,4.5816,0
Avery 514,4,17,47.808,22.8384,2.7359999999999998,0
Avery 515,2,5,62.650000000000006,29.445500000000003,12.530000000000001,0
Avery 516,4,15,109.64999999999999,51.5355,7.31,0
Avery 517,4,13,44.28,18.8559,3.5055,0
Avery 518,8,35,106.47,49.14,2.9924999999999997,0
Avery 519,6,18,121.34599999999999,51.6086,6.822666666666667,0
Avery 52,6,19,68.634,31.4757,3.567,0
Avery 520,5,15,46.62,22.05,3.024,0
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",7,28,277.38,126.684,9.758571428571429,0
Avery Arch Ring Binders,10,40,1318.87,87.15000000000002,35.440999999999995,0
"Avery Binder Covers, Clear",40,132,1127.763,118.173,8.438917499999999,0
"Avery Binder Covers, Durable",36,150,1548.3307,171.8407,10.775283333333334,0
"Avery Binder Covers, Economy",36,113,1039.842,224.162,9.31725,0
"Avery Binder Covers, Recycled",52,163,1477.3274999999999,501.1075,9.42681923076923,0
Avery Binder Labels,4,8,26.063,9.8806,3.0147500000000003,0
"Avery Binder, Clear",47,164,1648.5356,158.0756,9.77579574468085,0
"Avery Binder, Durable",33,109,1357.296,-89.074,11.908363636363637,0
"Avery Binder, Economy",42,143,1512.6970000000001,392.387,10.957833333333333,0
"Avery Binder, Recycled",33,102,1164.1838,351.2838,11.100896969696969,0
"Avery Binding Machine, Clear",45,162,6479.284,-167.436,38.773,0
"Avery Binding Machine, Durable",44,167,6811.841,12.260999999999978,39.50545909090909,0
"Avery Binding Machine, Economy",36,130,5535.3628,307.1928,41.66775555555556,0
"Avery Binding Machine, Recycled",33,112,4438.332,1264.422,39.33018181818181,0
Avery Binding System Hidden Tab Executive Style Index Sets,8,26,91.743,16.733,3.678375,0
"Avery Color Coded Labels, 5000 Label Set",17,60,641.364,121.884,10.737458823529412,0
"Avery Color Coded Labels, Adjustable",17,55,490.68149999999997,74.8215,9.147276470588235,0
"Avery Color Coded Labels, Alphabetical",14,52,541.443,145.423,9.863714285714284,0
"Avery Color Coded Labels, Laser Printer Compatible",26,96,1061.7381,81.7181,10.553623076923078,0
Avery Durable Binders,12,50,87.264,13.823999999999998,1.92,0
"Avery Durable Plastic 1"" Binders",7,34,116.224,37.5004,3.0482857142857145,0
Avery Durable Poly Binders,6,33,82.95,-15.5946,2.5806666666666667,0
Avery Durable Slant Ring Binders,5,19,51.480000000000004,-23.76,3.0096,0
Avery Durable Slant Ring Binders With Label Holder,9,36,90.706,12.456400000000002,2.1364444444444444,0
"Avery Durable Slant Ring Binders, No Labels",9,36,89.55,13.611600000000001,2.5206666666666666,0
Avery File Folder Labels,13,44,113.472,48.8448,2.569846153846154,0
"Avery File Folder Labels, 5000 Label Set",16,50,379.449,-6.770999999999996,7.3702499999999995,0
"Avery File Folder Labels, Adjustable",17,48,264.186,100.546,5.354470588235294,0
"Avery File Folder Labels, Alphabetical",22,90,675.4766,166.0366,7.272554545454545,0
"Avery File Folder Labels, Laser Printer Compatible",10,30,201.5824,61.0924,7.42976,0
"Avery Flip-Chart Easel Binder, Black",4,17,239.466,37.8222,12.8685,0
Avery Fluorescent Highlighter Four-Color Set,8,24,65.464,9.352,2.7555,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",6,19,99.8,-0.6985999999999981,5.489,0
Avery Hanging File Binders,6,26,105.846,21.8868,4.484999999999999,0
Avery Heavy-Duty EZD  Binder With Locking Rings,6,28,110.48400000000001,29.2392,4.3709999999999996,0
Avery Heavy-Duty EZD View Binder with Locking Rings,10,41,170.984,29.7308,4.147,0
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",2,4,7.8,3.042,1.95,0
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",6,31,219.78,68.376,7.3260000000000005,0
Avery Hi-Liter Fluorescent Desk Style Markers,2,6,20.279999999999998,7.5036000000000005,3.38,0
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",2,9,26.08,9.6496,2.9339999999999997,0
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,1,2,7.7,3.157,3.85,0
Avery Hi-Liter Smear-Safe Highlighters,6,24,123.80799999999999,34.105599999999995,5.255999999999999,0
Avery Hidden Tab Dividers for Binding Systems,7,24,31.588,-7.032800000000001,1.1494285714285712,0
Avery Hole Reinforcements,9,32,116.501,14.8274,3.6687777777777777,0
"Avery Hole Reinforcements, Clear",38,146,406.41450000000003,5.144499999999999,2.8369815789473685,0
"Avery Hole Reinforcements, Durable",39,96,491.4756,121.2656,4.954297435897436,0
"Avery Hole Reinforcements, Economy",37,128,463.97610000000003,24.886100000000003,3.662683783783784,0
"Avery Hole Reinforcements, Recycled",35,139,533.8266,194.3466,3.996805714285714,0
"Avery Index Tab, Clear",74,252,1312.9488,221.5388,4.990287837837838,0
"Avery Index Tab, Durable",36,132,698.659,100.219,5.624555555555556,0
"Avery Index Tab, Economy",30,92,596.5155,136.31550000000001,6.3031500000000005,0
Avery Legal 4-Ring Binder,4,16,258.054,90.214,14.161499999999998,0
"Avery Legal Exhibit Labels, 5000 Label Set",25,119,995.5642,306.2042,8.451856,0
"Avery Legal Exhibit Labels, Adjustable",16,79,587.048,90.488,7.5845,0
"Avery Legal Exhibit Labels, Alphabetical",13,52,500.48879999999997,11.688800000000004,9.179815384615384,0
"Avery Legal Exhibit Labels, Laser Printer Compatible",24,87,783.1404,11.080400000000001,8.960175,0
Avery Metallic Poly Binders,6,31,135.80100000000002,43.4334,4.011,0
Avery Non-Stick Binders,20,71,217.316,43.553,2.9634,0
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,3,12,68.17200000000001,30.8568,5.581333333333333,0
Avery Personal Creations Heavyweight Cards,3,11,103.86,37.8512,10.001333333333333,0
Avery Poly Binder Pockets,8,34,78.044,14.749600000000001,2.685,0
Avery Premier Heavy-Duty Binder with Round Locking Rings,7,21,191.352,29.416800000000002,9.384,0
Avery Printable Repositionable Plastic Tabs,6,16,115.24000000000001,42.312000000000005,6.593333333333334,0
Avery Recycled Flexi-View Covers for Binding Systems,7,32,197.169,-69.5702,7.557,0
Avery Reinforcements for Hole-Punch Pages,8,41,28.512,-16.137,0.8415,0
"Avery Removable Labels, 5000 Label Set",13,54,519.8823,119.6523,9.643146153846153,0
"Avery Removable Labels, Adjustable",19,64,442.08000000000004,40.28,7.12421052631579,0
"Avery Removable Labels, Alphabetical",24,70,592.24,30.32,8.305733333333334,0
"Avery Removable Labels, Laser Printer Compatible",18,61,551.3916,103.49159999999999,8.765033333333333,0
"Avery Round Labels, 5000 Label Set",16,48,266.311,-6.2890000000000015,5.4718,0
"Avery Round Labels, Adjustable",20,65,258.0144,-7.905600000000001,4.21932,0
"Avery Round Labels, Alphabetical",15,52,291.392,47.112,5.481386666666666,0
"Avery Round Labels, Laser Printer Compatible",20,62,326.0838,50.8038,5.4882800000000005,0
Avery Round Ring Poly Binders,6,17,36.919999999999995,12.2972,1.9879999999999998,0
Avery Self-Adhesive Photo Pockets for Polaroid Photos,11,41,143.01,-2.1791999999999954,3.1573636363636366,0
"Avery Shipping Labels, 5000 Label Set",26,121,1104.3336,169.1536,9.451476923076923,0
"Avery Shipping Labels, Adjustable",19,63,474.7275,64.9275,7.3501315789473685,0
"Avery Shipping Labels, Alphabetical",19,64,572.8025,113.7325,9.505931578947369,0
"Avery Shipping Labels, Laser Printer Compatible",23,72,683.1525,193.8925,9.832065217391303,0
"Avery Trapezoid Extra Heavy Duty 4"" Binders",4,15,314.55,-3.552713678800501e-15,23.067,0
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",7,22,545.034,85.2384,20.490000000000002,0
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",6,25,25.830000000000002,-4.92,0.943,0
Avery White Multi-Purpose Labels,4,20,95.616,41.832,4.731,0
Avoid Verbal Orders Carbonless Minifold Book,5,21,68.276,29.9468,3.2448,0
BIC Brite Liner Grip Highlighters,5,17,24.272,8.937999999999999,1.5088,0
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",6,29,118.72000000000001,43.7144,3.957333333333333,0
BIC Brite Liner Highlighters,7,23,86.112,30.8844,3.785142857142857,0
"BIC Brite Liner Highlighters, Chisel Tip",6,21,123.12,30.5856,5.832000000000001,0
"BIC Canvas, Blue",33,130,6172.456999999999,-232.893,48.32457575757576,0
"BIC Canvas, Easy-Erase",26,73,3334.8063,696.3663,44.27615769230769,0
"BIC Canvas, Fluorescent",36,137,6534.1944,1799.3844,47.05695555555556,0
"BIC Canvas, Water Color",30,91,4615.2432,-215.5368,51.14776,0
"BIC Highlighters, Blue",40,136,2082.3,673.29,15.191325,0
"BIC Highlighters, Easy-Erase",30,91,1651.712,359.91200000000003,17.853866666666665,0
"BIC Highlighters, Fluorescent",24,92,1640.0337000000002,296.0937,17.0016625,0
"BIC Highlighters, Water Color",39,131,2420.9713,34.081300000000006,19.781835897435897,0
BIC Liqua Brite Liner,6,27,173.5,53.576800000000006,6.477333333333334,0
"BIC Markers, Blue",28,94,1992.9982,308.0382,21.32334642857143,0
"BIC Markers, Easy-Erase",40,134,3144.37,591.04,22.49475,0
"BIC Markers, Fluorescent",30,115,2435.8893,-253.42070000000004,22.299680000000002,0
"BIC Markers, Water Color",37,96,2480.331,805.291,24.594972972972972,0
"BIC Pencil Sharpener, Blue",44,129,2949.35,529.82,22.96625,0
"BIC Pencil Sharpener, Easy-Erase",32,104,2658.6240000000003,102.294,24.491500000000002,0
"BIC Pencil Sharpener, Fluorescent",29,93,2572.3446,580.9746,26.53322068965517,0
"BIC Pencil Sharpener, Water Color",37,127,3483.3872,732.4472000000001,27.683399999999995,0
"BIC Pens, Blue",31,84,981.4644,37.0744,11.576012903225807,0
"BIC Pens, Easy-Erase",41,112,1410.7195,164.5795,12.537841463414635,0
"BIC Pens, Fluorescent",30,82,1108.0538,248.6138,13.291879999999999,0
"BIC Pens, Water Color",32,131,1895.0502,504.7602,14.484525,0
"BIC Sketch Pad, Blue",38,107,4093.928,10.507999999999974,38.8212894736842,0
"BIC Sketch Pad, Easy-Erase",29,91,3700.4128,1211.2528,40.17884137931035,0
"BIC Sketch Pad, Fluorescent",18,52,2302.144,641.794,41.09155555555556,0
"BIC Sketch Pad, Water Color",35,118,5271.264,734.754,43.86651428571429,0
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,30,496.248,113.274,16.781333333333333,0
"BOSTON Ranger #55 Pencil Sharpener, Black",9,27,618.562,120.3337,23.679777777777776,0
BPI Conference Tables,5,26,2241.8675,-795.9725000000001,92.0115,0
Bady BDG101FRU Card Printer,4,14,9279.884,1327.9834,639.9920000000001,0
Bagged Rubber Bands,5,21,25.704,0.3024,1.2096,0
Balt Solid Wood Rectangular Table,4,11,828.0965,-216.2545,77.798875,0
Balt Solid Wood Round Tables,4,19,6518.754,-1201.0581,357.192,0
Balt Split Level Computer Training Table,5,12,1040.625,-357.97499999999997,86.025,0
Barrel Sharpener,4,19,67.83000000000001,17.6358,3.5700000000000003,0
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",5,16,1088.64,-104.832,68.54400000000001,0
"Barricks Coffee Table, Adjustable Height",11,38,5977.6315,-978.6985,161.0477272727273,0
"Barricks Coffee Table, Fully Assembled",6,15,3190.2740999999996,-885.0759,163.09885,0
"Barricks Coffee Table, Rectangular",4,18,3140.2349999999997,-1426.875,161.4978,0
"Barricks Coffee Table, with Bottom Storage",1,7,1125.6,379.82,160.79999999999998,0
"Barricks Computer Table, Adjustable Height",4,12,3098.0885,-876.5715,211.953625,0
"Barricks Computer Table, Fully Assembled",10,41,10620.2178,-1586.2722,281.93139,0
"Barricks Computer Table, with Bottom Storage",5,24,8672.542,41.471999999999994,377.6236,0
"Barricks Conference Table, Adjustable Height",5,14,6425.508,-1924.852,518.2839,0
"Barricks Conference Table, Fully Assembled",5,21,14930.505000000001,1574.6550000000002,623.871,0
"Barricks Conference Table, Rectangular",3,10,3663.8325,-2487.9675,588.0225,0
"Barricks Conference Table, with Bottom Storage",5,13,6500.74,-1838.37,507.9648,0
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",1,2,136.464,15.3522,68.232,0
"Barricks Round Table, Adjustable Height",3,13,3232.075,-1880.675,232.26166666666666,0
"Barricks Round Table, Fully Assembled",6,20,6716.4596,346.93960000000004,320.78946666666667,0
"Barricks Round Table, Rectangular",1,5,1622.01,-623.94,324.402,0
"Barricks Round Table, with Bottom Storage",3,11,3635.9475,-1715.3325,359.4155,0
"Barricks Training Table, Adjustable Height",5,30,8701.3035,1758.9735,266.0067,0
"Barricks Training Table, Fully Assembled",6,22,3266.9835,-681.2265,180.31475,0
"Barricks Training Table, Rectangular",9,25,5325.5682,-632.0717999999999,182.38567777777777,0
"Barricks Training Table, with Bottom Storage",6,14,2316.163,-670.717,201.23633333333336,0
"Barricks Wood Table, Adjustable Height",6,18,3858.792,-258.1379999999999,224.952,0
"Barricks Wood Table, Fully Assembled",3,12,4043.52,437.03999999999996,380.16,0
"Barricks Wood Table, Rectangular",2,6,2603.37,648.27,393.5925,0
"Barricks Wood Table, with Bottom Storage",4,17,5374.348900000001,135.91889999999995,318.34272500000003,0
"Belkin 19"" Center-Weighted Shelf, Gray",4,16,849.312,-47.184,53.081999999999994,0
"Belkin 19"" Vented Equipment Shelf, Black",10,31,1400.256,-179.6652,45.3024,0
"Belkin 325VA UPS Surge Protector, 6'",4,13,1379.172,199.61700000000002,108.882,0
Belkin 5 Outlet SurgeMaster Power Centers,10,40,1776.048,207.024,46.8528,0
Belkin 6 Outlet Metallic Surge Strip,9,29,262.449,28.7496,9.075,0
Belkin 7 Outlet SurgeMaster II,3,16,631.68,176.8704,39.48,0
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,1,5,157.92,17.766,31.583999999999996,0
Belkin 7-Outlet SurgeMaster Home Series,5,10,106.172,2.7939999999999987,10.6172,0
Belkin 8 Outlet Surge Protector,7,30,1073.676,188.508,35.12571428571429,0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,5,15,737.754,89.97,46.7844,0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,8,647.84,168.4384,80.98,0
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,2,4,277.92,83.376,69.48,0
Belkin F5C206VTEL 6 Outlet Surge,7,22,464.196,110.304,21.666857142857143,0
Belkin F8E887 USB Wired Ergonomic Keyboard,8,21,563.812,66.2779,26.991,0
Belkin F9G930V10-GRY 9 Outlet Surge,5,16,770.112,162.57920000000001,44.923199999999994,0
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,8,29,516.216,122.8368,17.427,0
Belkin F9M820V08 8 Outlet Surge,3,15,558.74,101.003,37.24933333333333,0
Belkin F9S820V06 8 Outlet Surge,4,17,266.33599999999996,-120.17599999999999,19.488,0
"Belkin Flash Drive, Bluetooth",12,41,1374.0942,364.6742,28.938599999999997,0
"Belkin Flash Drive, Erganomic",16,60,1942.5825,-30.787499999999998,32.57015625,0
"Belkin Flash Drive, Programmable",19,71,2755.1096,172.0096,37.7928,0
"Belkin Flash Drive, USB",21,66,2186.18,591.98,34.05452380952381,0
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,3,8,64.972,12.994399999999999,8.194666666666667,0
"Belkin Keyboard, Bluetooth",16,53,2787.612,-704.398,58.174274999999994,0
"Belkin Keyboard, Erganomic",18,71,4226.6406,25.46059999999993,64.58048333333333,0
"Belkin Keyboard, Programmable",10,53,3368.241,310.641,67.42174,0
"Belkin Keyboard, USB",15,50,3304.737,684.5269999999999,62.413466666666665,0
"Belkin Memory Card, Bluetooth",20,66,5522.361,423.741,91.27395,0
"Belkin Memory Card, Erganomic",18,58,4305.0872,967.6772,78.39603333333334,0
"Belkin Memory Card, Programmable",24,93,8750.389,1957.429,94.17879166666667,0
"Belkin Memory Card, USB",24,75,6816.4686,-1264.9314,93.341925,0
"Belkin Mouse, Bluetooth",21,72,2355.3449,303.7049,33.265885714285716,0
"Belkin Mouse, Erganomic",29,92,2900.0424000000003,248.38240000000002,31.338455172413795,0
"Belkin Mouse, Programmable",20,63,2005.2564,40.02639999999999,30.341955000000002,0
"Belkin Mouse, USB",23,69,2242.1432,338.3132,33.93987826086957,0
"Belkin Numeric Keypad, Bluetooth",33,108,5120.668,1796.208,45.752,0
"Belkin Numeric Keypad, Erganomic",21,71,3307.5325,-185.2475,44.65380952380953,0
"Belkin Numeric Keypad, USB",19,81,2829.856,-454.84400000000005,36.97176842105264,0
Belkin OmniView SE Rackmount Kit,2,7,248.35999999999999,0.0,35.48,0
